Time(s),I-Raw(V),II-Raw(V),III-Raw(V),V1-Raw(V),V2-Raw(V),V3-Raw(V),V4-Raw(V),V5-Raw(V),V6-Raw(V),LA-Raw(V),RA-Raw(V),LL-Raw(V)
4.8438,1.813058,1.594915,1.783050,1.765199,1.562131,1.528531,1.646697,1.515564,1.685942,2.323683,2.290130,2.276010
4.8450,1.811765,1.594433,1.785445,1.765007,1.561937,1.527386,1.646267,1.514890,1.684650,2.312805,2.283421,2.266734
4.8463,1.812147,1.595534,1.788124,1.764575,1.561605,1.526520,1.645595,1.513555,1.683787,2.224121,2.197570,2.180818
4.8475,1.814063,1.595777,1.789511,1.763905,1.561555,1.526811,1.645214,1.512213,1.683551,2.098938,2.072549,2.056938
4.8487,1.816792,1.596635,1.790851,1.763476,1.562225,1.527813,1.644929,1.510296,1.684410,1.963688,1.935564,1.921707
4.8500,1.820716,1.598312,1.791281,1.762517,1.561555,1.528295,1.645069,1.508911,1.685033,1.835778,1.805596,1.793470
4.8513,1.823970,1.598552,1.791570,1.761991,1.560647,1.528821,1.644494,1.506945,1.685273,1.724331,1.691148,1.680111
4.8525,1.829475,1.597834,1.791187,1.759217,1.558781,1.528438,1.641959,1.502927,1.683501,1.500105,1.460614,1.446487
4.8537,1.838471,1.598263,1.791712,1.756343,1.556915,1.527238,1.638607,1.497281,1.681206,1.119912,1.075349,1.063377
4.8550,1.848188,1.599318,1.792432,1.754286,1.555287,1.527622,1.635497,1.491728,1.679720,0.739817,0.690516,0.684771
4.8563,1.853070,1.598886,1.791187,1.753951,1.554856,1.528821,1.634971,1.490532,1.680057,0.575179,0.524193,0.525298
4.8575,1.851682,1.598597,1.789847,1.754574,1.555526,1.529440,1.635787,1.492492,1.680629,0.642268,0.589517,0.594262
4.8587,1.845794,1.598358,1.787646,1.757205,1.556771,1.530109,1.638849,1.496990,1.681732,0.916729,0.865404,0.872726
4.8600,1.836365,1.596779,1.785298,1.760078,1.558587,1.530640,1.642201,1.502593,1.683168,1.347158,1.299515,1.304321
4.8613,1.824640,1.595678,1.783864,1.763762,1.560835,1.531309,1.646170,1.509482,1.684987,1.839804,1.798857,1.799812
4.8625,1.815787,1.594433,1.784053,1.764720,1.561267,1.529873,1.647749,1.514271,1.685606,2.211002,2.174507,2.166741
4.8637,1.810617,1.593860,1.785923,1.764767,1.561699,1.528865,1.648566,1.515898,1.685370,2.327742,2.296344,2.282797
4.8650,1.808751,1.594433,1.788697,1.764672,1.561892,1.527912,1.648517,1.516663,1.685416,2.314948,2.288553,2.272069
4.8662,1.810234,1.596157,1.790803,1.764432,1.561843,1.527956,1.648517,1.515801,1.685319,2.226557,2.202114,2.185649
4.8675,1.812675,1.596540,1.792285,1.764958,1.562175,1.528438,1.648039,1.514368,1.685513,2.099880,2.074713,2.059961
4.8688,1.816122,1.597929,1.792957,1.764480,1.562319,1.528723,1.647416,1.512019,1.685656,1.964013,1.936924,1.923989
4.8700,1.819900,1.598886,1.792668,1.764337,1.562036,1.528772,1.646793,1.510296,1.686279,1.835615,1.805101,1.795337
4.8712,1.823059,1.600514,1.793388,1.763859,1.561173,1.528865,1.645595,1.508577,1.686229,1.724460,1.690715,1.681978
4.8725,1.829424,1.600992,1.792768,1.761131,1.558970,1.528054,1.642485,1.503643,1.684220,1.495948,1.455173,1.443819
4.8738,1.839046,1.601710,1.793099,1.758450,1.556146,1.527572,1.639902,1.497761,1.682351,1.114262,1.068609,1.058457
4.8750,1.848235,1.601038,1.792957,1.756584,1.555476,1.527863,1.637700,1.493403,1.681875,0.734588,0.684179,0.679970
4.8762,1.852687,1.600226,1.791854,1.756632,1.556196,1.529966,1.638752,1.493500,1.682688,0.573783,0.521998,0.524349
4.8775,1.852064,1.599220,1.790131,1.757540,1.556434,1.531358,1.640380,1.496608,1.684124,0.643502,0.590629,0.596573
4.8788,1.846752,1.597975,1.787883,1.759217,1.557630,1.532695,1.643538,1.501682,1.686182,0.922737,0.870659,0.879127
4.8800,1.837465,1.598119,1.785445,1.762039,1.559783,1.532837,1.646745,1.508049,1.688528,1.354237,1.305358,1.311730
4.8812,1.826506,1.597257,1.784437,1.765199,1.561937,1.532936,1.648996,1.514077,1.689866,1.846688,1.804545,1.806451
4.8825,1.817700,1.596396,1.783097,1.765963,1.562418,1.531068,1.649474,1.517573,1.689437,2.213600,2.175249,2.168460
4.8838,1.813393,1.596874,1.784962,1.765533,1.561649,1.528865,1.648663,1.517859,1.688814,2.327872,2.293469,2.281137
4.8850,1.811863,1.595777,1.786590,1.764386,1.560885,1.527145,1.647798,1.517191,1.687858,2.314786,2.284225,2.269342
4.8863,1.812530,1.596828,1.788649,1.764386,1.560453,1.527046,1.647798,1.516232,1.687951,2.225258,2.197508,2.182952
4.8875,1.814636,1.598217,1.790131,1.763859,1.560597,1.526761,1.647653,1.515564,1.688431,2.098386,2.071158,2.057323
4.8887,1.817605,1.598597,1.791423,1.763859,1.560453,1.527194,1.647604,1.513889,1.688814,1.962227,1.933245,1.921084
4.8900,1.821482,1.600036,1.792237,1.763762,1.560453,1.528772,1.647465,1.513075,1.689197,1.833829,1.802721,1.793351
4.8913,1.826028,1.601661,1.791854,1.763235,1.560979,1.530301,1.647561,1.511734,1.689391,1.723032,1.687655,1.680200
4.8925,1.832536,1.602283,1.791807,1.760748,1.559307,1.529347,1.644688,1.507570,1.687858,1.492441,1.449422,1.439285
4.8937,1.842012,1.603577,1.792574,1.758307,1.557054,1.528630,1.641481,1.501063,1.686279,1.111437,1.063199,1.055138
4.8950,1.850388,1.603194,1.792957,1.756678,1.555575,1.528915,1.639708,1.496322,1.684747,0.733906,0.682386,0.679704
4.8963,1.853165,1.602427,1.793388,1.756824,1.555476,1.530399,1.640235,1.495940,1.684793,0.573783,0.521843,0.525239
4.8975,1.852159,1.601277,1.791570,1.757253,1.555620,1.530449,1.641814,1.498283,1.684844,0.644898,0.591340,0.598440
4.8987,1.846370,1.600897,1.789369,1.758833,1.557104,1.531643,1.644355,1.503024,1.686086,0.926601,0.873874,0.884136
4.9000,1.836653,1.599937,1.787357,1.760843,1.558970,1.532218,1.647175,1.509628,1.688048,1.360439,1.311015,1.319821
4.9013,1.826987,1.599891,1.786065,1.764289,1.560885,1.531928,1.650000,1.515564,1.690009,1.853151,1.809955,1.815253
4.9025,1.817652,1.600370,1.786737,1.765199,1.561317,1.530208,1.650478,1.519151,1.689626,2.217432,2.178371,2.175128
4.9037,1.813393,1.600753,1.788171,1.765342,1.560979,1.528438,1.648802,1.518144,1.688098,2.329788,2.295447,2.286827
4.9050,1.812100,1.599891,1.789894,1.764815,1.561361,1.526855,1.647368,1.517428,1.686806,2.315305,2.285338,2.274084
4.9062,1.811910,1.599891,1.791807,1.764337,1.560692,1.526235,1.646793,1.516043,1.686422,2.224803,2.198003,2.185560
4.9075,1.813200,1.600419,1.793677,1.764480,1.560791,1.526329,1.646074,1.514222,1.685989,2.097250,2.070941,2.058923
4.9088,1.816887,1.601182,1.794633,1.764386,1.561223,1.526855,1.645934,1.512596,1.686469,1.961220,1.932998,1.922863
4.9100,1.821671,1.602283,1.794202,1.763714,1.561411,1.527386,1.646842,1.510872,1.687041,1.833634,1.802195,1.795248
4.9112,1.825548,1.602666,1.793960,1.762806,1.560979,1.528723,1.647223,1.509822,1.687715,1.722220,1.687098,1.681118
4.9125,1.832488,1.605156,1.793677,1.761083,1.559595,1.528482,1.645456,1.505943,1.686182,1.486791,1.443919,1.435936
4.9138,1.842876,1.605202,1.793435,1.758210,1.557967,1.528723,1.643205,1.501014,1.684220,1.104975,1.056150,1.050366
4.9150,1.851871,1.605107,1.794202,1.756105,1.557009,1.530109,1.641862,1.496468,1.683214,0.728419,0.675059,0.675614
4.9162,1.855748,1.605300,1.793629,1.754574,1.556722,1.531259,1.641529,1.495891,1.683311,0.571769,0.517360,0.524735
4.9175,1.853260,1.605012,1.792957,1.755579,1.556434,1.531643,1.641814,1.497615,1.683311,0.646132,0.591186,0.602026
4.9188,1.846989,1.603099,1.790756,1.757780,1.557392,1.531785,1.643683,1.502162,1.684890,0.929004,0.875977,0.888759
4.9200,1.837228,1.601471,1.788891,1.760699,1.559163,1.531550,1.645886,1.508001,1.686182,1.364563,1.315652,1.325955
4.9212,1.826746,1.601566,1.787068,1.763859,1.561987,1.530876,1.648705,1.514556,1.688001,1.856560,1.814252,1.820054
4.9225,1.817459,1.600370,1.786496,1.765102,1.562513,1.529347,1.649329,1.518144,1.688191,2.217237,2.178433,2.175513
4.9238,1.813634,1.600370,1.788313,1.765582,1.561937,1.527813,1.648996,1.518575,1.687664,2.325534,2.291119,2.283093
4.9250,1.811717,1.600419,1.789847,1.765771,1.561505,1.526137,1.648566,1.518101,1.686806,2.311214,2.280732,2.269460
4.9262,1.811335,1.600176,1.791854,1.765533,1.561361,1.525419,1.647320,1.516329,1.685942,2.219672,2.192531,2.181085
4.9275,1.814253,1.600560,1.793246,1.765199,1.561079,1.525041,1.645837,1.514222,1.685370,2.093223,2.065531,2.054567
4.9287,1.817893,1.601949,1.793677,1.764958,1.560935,1.525277,1.644929,1.512068,1.685273,1.956674,1.926907,1.917884
4.9300,1.822341,1.602810,1.793435,1.764289,1.561317,1.525994,1.644784,1.510059,1.685319,1.829380,1.797404,1.789854
4.9313,1.824688,1.602860,1.793199,1.763141,1.560791,1.526712,1.645262,1.509003,1.685176,1.717251,1.682152,1.675280
4.9325,1.831483,1.603145,1.793052,1.760221,1.558012,1.525375,1.642963,1.504268,1.683454,1.479517,1.438076,1.427638
4.9337,1.841389,1.604295,1.793866,1.756678,1.556434,1.525518,1.640906,1.498380,1.681539,1.097701,1.050184,1.042987
4.9350,1.850676,1.603721,1.794202,1.754574,1.556002,1.526855,1.639375,1.494168,1.680966,0.724067,0.672462,0.671613
4.9363,1.855413,1.603816,1.793866,1.754526,1.555620,1.527002,1.638419,1.493548,1.681012,0.570470,0.517268,0.523371
4.9375,1.853835,1.603479,1.792190,1.755674,1.555858,1.527671,1.638752,1.494884,1.681875,0.646132,0.591681,0.601048
4.9387,1.847135,1.601566,1.789222,1.758020,1.557868,1.529539,1.641336,1.499818,1.683644,0.934881,0.882191,0.893530
4.9400,1.838281,1.601471,1.787452,1.760748,1.559545,1.530208,1.644929,1.506229,1.685753,1.368330,1.319053,1.327230
4.9413,1.826936,1.600036,1.785062,1.763044,1.561361,1.530733,1.648996,1.512741,1.687618,1.858249,1.815211,1.819669
4.9425,1.817270,1.600560,1.785729,1.764240,1.561461,1.529440,1.649715,1.516426,1.687475,2.214899,2.175558,2.171957
4.9437,1.813488,1.599937,1.787310,1.764529,1.561361,1.527863,1.649141,1.516997,1.686755,2.320468,2.285802,2.277018
4.9450,1.812916,1.600560,1.789511,1.764720,1.560647,1.525759,1.648136,1.516043,1.685702,2.303615,2.273095,2.261696
4.9463,1.812770,1.599986,1.791523,1.764575,1.560835,1.524416,1.646170,1.513792,1.685130,2.212431,2.184647,2.172757
4.9475,1.814923,1.599747,1.792957,1.764337,1.561505,1.523458,1.644306,1.511588,1.684844,2.085137,2.058544,2.046624
4.9488,1.818082,1.600799,1.794491,1.764480,1.561505,1.523507,1.643538,1.509725,1.685462,1.948848,1.920261,1.909882
4.9500,1.821864,1.601805,1.794107,1.763427,1.561461,1.523940,1.643490,1.508335,1.685896,1.822204,1.790602,1.783008
4.9512,1.825118,1.603479,1.794438,1.763619,1.561173,1.524318,1.643157,1.507236,1.686086,1.709880,1.675041,1.668819
4.9525,1.831530,1.604055,1.794344,1.760699,1.559113,1.522981,1.639708,1.502878,1.684696,1.469191,1.426978,1.417591
4.9538,1.842395,1.604245,1.794155,1.757875,1.557967,1.522839,1.636840,1.497281,1.683071,1.087277,1.039178,1.032318
4.9550,1.851201,1.604390,1.794538,1.755195,1.556340,1.523984,1.635691,1.492826,1.682208,0.717540,0.664857,0.664382
4.9562,1.855511,1.603289,1.792285,1.755387,1.556771,1.526235,1.636550,1.493306,1.682305,0.567223,0.513558,0.518985
4.9575,1.853930,1.601949,1.790514,1.755865,1.557297,1.527813,1.638274,1.495509,1.682882,0.647236,0.592670,0.600930
4.9588,1.846894,1.600036,1.788839,1.757828,1.558682,1.529391,1.640670,1.500486,1.684604,0.939428,0.886395,0.896731
4.9600,1.837083,1.599269,1.786926,1.760699,1.560597,1.529731,1.643920,1.507042,1.686086,1.371707,1.322917,1.331408
4.9612,1.826411,1.599269,1.785634,1.763859,1.562036,1.530301,1.647465,1.513506,1.687235,1.861788,1.819570,1.823818
4.9625,1.818180,1.599842,1.785634,1.764864,1.562607,1.528630,1.648802,1.516280,1.687715,2.214834,2.175929,2.172016
4.9638,1.814206,1.600370,1.787883,1.764672,1.561892,1.526427,1.648136,1.516043,1.686515,2.319169,2.284843,2.275951
4.9650,1.811670,1.599986,1.790614,1.764240,1.560935,1.524132,1.646412,1.514939,1.685130,2.301602,2.271890,2.260510
4.9662,1.811192,1.599652,1.792668,1.763714,1.560359,1.522313,1.644833,1.513027,1.684410,2.210288,2.184307,2.171897
4.9675,1.814351,1.599937,1.794491,1.763092,1.560265,1.521781,1.643442,1.511017,1.684650,2.083026,2.057246,2.045468
4.9688,1.817987,1.600943,1.795205,1.762517,1.560979,1.522263,1.642727,1.509245,1.684747,1.946380,1.918220,1.908726
4.9700,1.821336,1.601326,1.795300,1.761896,1.561411,1.523030,1.642775,1.507807,1.684844,1.819151,1.788747,1.780845
4.9713,1.824688,1.602139,1.794585,1.761609,1.561749,1.523748,1.643060,1.506945,1.685273,1.706698,1.672506,1.665796
4.9725,1.831818,1.602620,1.793819,1.759311,1.560265,1.523891,1.640761,1.502210,1.683261,1.463216,1.421753,1.412316
4.9737,1.841105,1.603528,1.793960,1.757159,1.558300,1.524175,1.638752,1.497281,1.682545,1.081269,1.033984,1.026479
4.9750,1.849288,1.602093,1.794202,1.755101,1.557054,1.525227,1.636980,1.492735,1.681635,0.713286,0.662569,0.660884
4.9763,1.852735,1.601998,1.793530,1.754766,1.556722,1.526855,1.637125,1.492013,1.681875,0.567255,0.515722,0.519934
4.9775,1.852207,1.601661,1.791281,1.755530,1.557297,1.527430,1.637893,1.494071,1.682351,0.650321,0.597462,0.604842
4.9787,1.845364,1.600943,1.788744,1.758258,1.558970,1.528339,1.640235,1.498957,1.684267,0.944461,0.893135,0.903044
4.9800,1.836511,1.599076,1.786590,1.761083,1.560166,1.527813,1.642437,1.504505,1.685656,1.377715,1.330059,1.337662
4.9813,1.826265,1.598742,1.785156,1.763524,1.562369,1.527479,1.644881,1.511109,1.687664,1.867796,1.826062,1.830101
4.9825,1.817987,1.599459,1.785298,1.764864,1.562845,1.525709,1.645934,1.514702,1.687475,2.217529,2.178464,2.174150
4.9837,1.814829,1.599220,1.786543,1.764912,1.563088,1.523984,1.646025,1.515230,1.686662,2.320176,2.285183,2.276336
4.9850,1.812818,1.599891,1.788697,1.764386,1.562895,1.522406,1.645021,1.514799,1.685513,2.301212,2.270406,2.259058
4.9863,1.813918,1.600321,1.790373,1.764097,1.561987,1.521688,1.644403,1.513361,1.685176,2.210158,2.181432,2.170001
4.9875,1.816169,1.600992,1.792285,1.763284,1.561411,1.521255,1.644016,1.511971,1.684987,2.081890,2.053505,2.042890
4.9887,1.818847,1.602044,1.793340,1.763427,1.562036,1.521737,1.644016,1.510393,1.685656,1.945471,1.915716,1.906474
4.9900,1.822294,1.603577,1.793482,1.763379,1.561505,1.522789,1.644113,1.508814,1.685896,1.818502,1.786491,1.779808
4.9912,1.826316,1.603528,1.793199,1.762663,1.561461,1.523458,1.643587,1.506708,1.685656,1.706795,1.671022,1.666270
4.9925,1.833494,1.604534,1.793866,1.760364,1.560265,1.522932,1.641723,1.502162,1.683787,1.459936,1.417271,1.409945
4.9938,1.842876,1.605825,1.795783,1.757637,1.558637,1.523556,1.638801,1.496468,1.682162,1.076918,1.028543,1.023367
4.9950,1.851824,1.605490,1.795400,1.755004,1.557679,1.525277,1.637463,1.491442,1.681252,0.711240,0.658303,0.659788
4.9962,1.855125,1.605874,1.793960,1.753904,1.557297,1.526476,1.637555,1.491060,1.681492,0.568262,0.514640,0.522482
4.9975,1.852637,1.605156,1.794202,1.754094,1.557630,1.527046,1.638656,1.493597,1.681682,0.652075,0.597987,0.609258
4.9988,1.846559,1.604963,1.793577,1.756440,1.558875,1.526855,1.640095,1.498332,1.683168,0.946572,0.894526,0.909178
5.0000,1.836412,1.604629,1.792285,1.759217,1.561029,1.526235,1.641578,1.504316,1.684364,1.381904,1.333923,1.346464
5.0012,1.826841,1.605156,1.790467,1.761561,1.562081,1.525277,1.643877,1.510441,1.685559,1.872180,1.830236,1.839347
5.0025,1.818323,1.604917,1.790467,1.762663,1.562418,1.523414,1.644639,1.513646,1.685273,2.218146,2.179763,2.180107
5.0038,1.815306,1.605251,1.791712,1.762997,1.562369,1.521737,1.644355,1.514222,1.684844,2.317546,2.283607,2.279063
5.0050,1.813634,1.604200,1.793293,1.761991,1.561555,1.520302,1.643877,1.513167,1.684220,2.298549,2.267902,2.260688
5.0062,1.813105,1.604295,1.795253,1.761801,1.561699,1.519102,1.642630,1.511971,1.683117,2.206911,2.179330,2.171186
5.0075,1.814111,1.604678,1.797123,1.761178,1.560935,1.518527,1.641481,1.509482,1.682642,2.078675,2.052114,2.044016
5.0088,1.817175,1.603721,1.797170,1.760699,1.560309,1.519151,1.641100,1.507284,1.683117,1.942321,1.914510,1.907481
5.0100,1.820571,1.605680,1.797932,1.761321,1.560791,1.520587,1.641003,1.505415,1.684553,1.816164,1.785532,1.781052
5.0113,1.824928,1.607069,1.798031,1.761178,1.560979,1.521546,1.640670,1.503788,1.683934,1.704262,1.669198,1.666507
5.0125,1.832201,1.607643,1.798126,1.758401,1.559739,1.521305,1.638274,1.499005,1.682448,1.453929,1.411706,1.406685
5.0137,1.842540,1.607502,1.797695,1.755244,1.557679,1.521403,1.635836,1.493257,1.680246,1.070845,1.022360,1.019930
5.0150,1.852400,1.607502,1.796976,1.752803,1.556722,1.522313,1.634783,1.489050,1.679290,0.708967,0.656139,0.659640
5.0163,1.855843,1.607980,1.795878,1.752133,1.556101,1.523748,1.634826,1.488619,1.679720,0.569431,0.515382,0.525120
5.0175,1.853788,1.606303,1.794822,1.752659,1.556722,1.523984,1.635975,1.491394,1.679817,0.656524,0.601975,0.614503
5.0187,1.845317,1.605061,1.793724,1.755052,1.558399,1.524367,1.638656,1.495654,1.681252,0.952969,0.901142,0.914928
5.0200,1.835458,1.603623,1.792048,1.758450,1.560121,1.525134,1.641911,1.502065,1.683214,1.389989,1.342208,1.354169
5.0213,1.825741,1.604245,1.790278,1.761418,1.561843,1.525419,1.644446,1.508577,1.685227,1.880103,1.838459,1.846756
5.0225,1.816982,1.603433,1.790756,1.763141,1.562175,1.523222,1.643538,1.511351,1.684936,2.223115,2.185265,2.185086
5.0237,1.812435,1.603672,1.792143,1.763379,1.561267,1.520346,1.642152,1.511448,1.684793,2.320566,2.287687,2.281760
5.0250,1.811287,1.603384,1.795111,1.763235,1.560885,1.519294,1.642249,1.511017,1.684220,2.299653,2.270499,2.262496
5.0263,1.811382,1.602332,1.795300,1.763235,1.561605,1.519250,1.642152,1.510872,1.684844,2.207365,2.181154,2.172253
5.0275,1.813728,1.602715,1.796261,1.762471,1.562036,1.519584,1.641959,1.509531,1.684936,2.080688,2.054216,2.045617
5.0287,1.817222,1.603001,1.796592,1.761991,1.562036,1.520395,1.642249,1.508001,1.685513,1.944464,1.916056,1.908578
5.0300,1.821529,1.603767,1.796639,1.761704,1.562081,1.521255,1.642056,1.505992,1.685896,1.819574,1.788562,1.783720
5.0312,1.824593,1.604439,1.796261,1.761609,1.562225,1.521737,1.641239,1.503454,1.685753,1.706893,1.672104,1.667574
5.0325,1.831581,1.604773,1.795683,1.759025,1.560597,1.521354,1.638226,1.498908,1.683934,1.454156,1.412757,1.405144
5.0338,1.841007,1.605680,1.796976,1.756535,1.558587,1.521211,1.635836,1.493451,1.682448,1.070131,1.023226,1.017766
5.0350,1.850101,1.605202,1.796592,1.754669,1.557729,1.522263,1.634111,1.489002,1.681589,0.710169,0.658859,0.659877
5.0362,1.853977,1.604868,1.795300,1.754812,1.557198,1.523556,1.634160,1.489050,1.682351,0.571380,0.519370,0.526365
5.0375,1.851011,1.604485,1.794391,1.755771,1.557967,1.524608,1.635691,1.491631,1.683214,0.661459,0.608529,0.618564
5.0388,1.845266,1.603528,1.792190,1.757302,1.559401,1.525518,1.638371,1.496802,1.685033,0.962061,0.910509,0.923285
5.0400,1.836893,1.602761,1.789464,1.759360,1.560885,1.525567,1.641239,1.503551,1.687572,1.400121,1.351885,1.362467
5.0412,1.827224,1.602620,1.787215,1.761656,1.563133,1.525134,1.644258,1.509773,1.689100,1.890884,1.847888,1.855706
5.0425,1.819040,1.603145,1.787357,1.762806,1.563709,1.523365,1.644639,1.512693,1.688814,2.230291,2.190274,2.189709
5.0438,1.815116,1.603577,1.790420,1.762852,1.562944,1.521064,1.644210,1.512784,1.687572,2.324105,2.289017,2.282945
5.0450,1.812818,1.603099,1.792574,1.761704,1.562657,1.519968,1.643205,1.511782,1.687189,2.301699,2.271086,2.262733
5.0462,1.812052,1.602378,1.795111,1.761274,1.562944,1.519343,1.641766,1.509773,1.686949,2.208242,2.181246,2.171660
5.0475,1.813634,1.603672,1.796976,1.761178,1.562801,1.518719,1.640477,1.507758,1.686086,2.081078,2.054742,2.046476
5.0488,1.817128,1.604245,1.797884,1.760843,1.562513,1.519343,1.639279,1.505367,1.686136,1.943620,1.915345,1.909289
5.0500,1.820571,1.605874,1.799466,1.761034,1.562319,1.520110,1.639134,1.503406,1.686515,1.817690,1.786831,1.783423
5.0512,1.825165,1.606352,1.798362,1.760843,1.561555,1.520302,1.639279,1.502065,1.686949,1.704944,1.669477,1.666833
5.0525,1.832346,1.606686,1.798793,1.758450,1.559927,1.520729,1.637173,1.497804,1.685606,1.447304,1.405059,1.399898
5.0537,1.841870,1.607597,1.798031,1.755436,1.558682,1.521639,1.634686,1.492972,1.684027,1.063344,1.015435,1.012639
5.0550,1.850581,1.609320,1.798462,1.754191,1.558205,1.523458,1.634348,1.489336,1.683454,0.703155,0.651223,0.655105
5.0563,1.853883,1.608649,1.797648,1.753951,1.558399,1.525326,1.635546,1.489239,1.683934,0.569626,0.516588,0.527847
5.0575,1.852782,1.608793,1.797265,1.754812,1.559019,1.526329,1.636695,1.492207,1.684696,0.662563,0.608437,0.623513
5.0587,1.846370,1.609320,1.795925,1.756152,1.559927,1.526761,1.638607,1.497184,1.686662,0.967127,0.914250,0.931969
5.0600,1.836988,1.609844,1.795063,1.758450,1.561699,1.527528,1.642437,1.503788,1.688481,1.404375,1.354884,1.371507
5.0613,1.826987,1.610133,1.793866,1.761131,1.563659,1.527671,1.645407,1.510678,1.690443,1.894748,1.850423,1.863738
5.0625,1.820093,1.610899,1.793435,1.762757,1.564860,1.525945,1.645934,1.513889,1.690729,2.229382,2.188079,2.194154
5.0637,1.815976,1.610133,1.795783,1.762901,1.564810,1.523841,1.645262,1.514126,1.689770,2.321410,2.284905,2.285909
5.0650,1.814876,1.609605,1.797406,1.762852,1.564761,1.522740,1.644881,1.513506,1.689340,2.296925,2.264377,2.263266
5.0663,1.814734,1.610421,1.800327,1.762806,1.564572,1.521973,1.644833,1.512644,1.688860,2.201715,2.172188,2.171097
5.0675,1.815499,1.612046,1.803153,1.762328,1.564379,1.522165,1.645166,1.511254,1.689723,2.072635,2.044663,2.044313
5.0687,1.818847,1.612429,1.804540,1.761466,1.563614,1.522789,1.645069,1.509434,1.690536,1.935827,1.905761,1.907303
5.0700,1.823205,1.613291,1.804015,1.760986,1.564379,1.524033,1.644688,1.508238,1.691353,1.810189,1.776598,1.780934
5.0713,1.826699,1.614536,1.804015,1.761131,1.564810,1.524658,1.643968,1.506423,1.691685,1.696566,1.659089,1.664789
5.0725,1.834069,1.614919,1.803962,1.759311,1.563565,1.524466,1.641003,1.501014,1.690060,1.435679,1.391178,1.394089
5.0738,1.843353,1.616259,1.804824,1.757348,1.562081,1.525041,1.638274,1.494981,1.687951,1.051264,1.000627,1.006327
5.0750,1.852735,1.617072,1.804445,1.755530,1.561317,1.526570,1.637318,1.491491,1.687041,0.693867,0.639166,0.651756
5.0762,1.856513,1.617504,1.804204,1.755436,1.561843,1.528821,1.638226,1.491825,1.687808,0.563489,0.507870,0.527550
5.0775,1.855030,1.617311,1.803679,1.755674,1.562657,1.529731,1.639902,1.494550,1.688911,0.658602,0.601913,0.625765
5.0788,1.846800,1.616449,1.802912,1.758115,1.563997,1.530684,1.643635,1.499867,1.689917,0.966283,0.911560,0.937600
5.0800,1.837323,1.616020,1.800900,1.759981,1.565143,1.531117,1.646697,1.506180,1.692068,1.406356,1.357202,1.380842
5.0812,1.826076,1.615492,1.799802,1.762806,1.567108,1.531068,1.649522,1.512741,1.694127,1.896145,1.853267,1.872925
5.0825,1.817893,1.615492,1.800327,1.763379,1.567440,1.529490,1.650623,1.516760,1.694127,2.227368,2.187460,2.198955
5.0838,1.814781,1.615876,1.802192,1.763427,1.567634,1.528246,1.650623,1.517288,1.693984,2.317546,2.281690,2.288724
5.0850,1.813393,1.616593,1.804587,1.762709,1.567202,1.527528,1.650671,1.517142,1.693984,2.291567,2.259864,2.265341
5.0862,1.814158,1.616642,1.807030,1.762901,1.566438,1.527572,1.650623,1.516232,1.693171,2.196876,2.167520,2.173142
5.0875,1.815976,1.618077,1.808222,1.762806,1.567108,1.528005,1.650000,1.514459,1.692691,2.068641,2.039191,2.045883
5.0888,1.818705,1.618844,1.809037,1.762614,1.567872,1.528005,1.648517,1.511685,1.693075,1.932482,1.901650,1.909289
5.0900,1.822775,1.620374,1.809326,1.762087,1.568353,1.528482,1.646600,1.508717,1.693075,1.806682,1.772950,1.783097
5.0912,1.826987,1.620950,1.808606,1.761418,1.568636,1.528821,1.645547,1.506660,1.692548,1.694455,1.656523,1.667278
5.0925,1.835695,1.621907,1.807891,1.758882,1.567252,1.528148,1.643060,1.501397,1.690443,1.432237,1.386232,1.394919
5.0938,1.845936,1.622002,1.807125,1.755579,1.565669,1.528104,1.640670,1.495988,1.689151,1.045484,0.993021,1.004193
5.0950,1.855894,1.622241,1.807461,1.754669,1.564716,1.529490,1.639757,1.492159,1.688431,0.689743,0.632396,0.650541
5.0963,1.859625,1.622815,1.807030,1.755147,1.564716,1.531018,1.640906,1.492638,1.689151,0.563196,0.504716,0.530366
5.0975,1.856564,1.623391,1.807408,1.756249,1.565480,1.532076,1.642582,1.495940,1.690969,0.660745,0.601883,0.631307
5.0987,1.850101,1.623342,1.806599,1.759025,1.567297,1.533319,1.645692,1.501828,1.692978,0.968199,0.911776,0.943023
5.1000,1.840099,1.623152,1.805354,1.761226,1.569167,1.534229,1.648754,1.508669,1.694940,1.408694,1.356677,1.387688
5.1013,1.829712,1.624253,1.805113,1.763905,1.571177,1.534656,1.653158,1.516183,1.697478,1.898970,1.852773,1.880690
5.1025,1.821769,1.625878,1.805880,1.764386,1.571321,1.534273,1.654689,1.520299,1.698577,2.226362,2.183009,2.203342
5.1037,1.818847,1.626310,1.808033,1.762997,1.570984,1.532793,1.655597,1.522071,1.698674,2.313292,2.274270,2.290828
5.1050,1.818370,1.626979,1.810760,1.761226,1.570696,1.532076,1.655984,1.521877,1.698624,2.285527,2.249971,2.264896
5.1063,1.818563,1.627555,1.813250,1.759217,1.570363,1.532026,1.655742,1.521592,1.699297,2.188856,2.155432,2.170949
5.1075,1.821576,1.628656,1.814017,1.757348,1.570026,1.532268,1.654979,1.520062,1.699823,2.061497,2.027753,2.043542
5.1087,1.824546,1.627745,1.814731,1.755817,1.568924,1.532026,1.654689,1.518483,1.700299,1.926052,1.890489,1.907629
